GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 170183               SKIP POLVO SISTEMA UV COLOR 24X800GR                                   SKIP                           HOME CARE                      7791290783140     24 N     20070703T1008  A      
7737001070017 170219               SKIP POLVO GLICERYN COMPLEX 24X400GR                                   SKIP                           HOME CARE                      7791290783072     24 N     20070703T1008  A      
7737001070017 170221               SKIP POLVO GLICERYN COMPLEX 4X4KG                                      SKIP                           HOME CARE                      7791290783119      4 N     20070703T1008  A      
7737001070017 170222               SKIP POLVO GLICERYN COMPLEX 6X3KG                                      SKIP                           HOME CARE                      7791290783102      6 N     20070703T1008  A      
7737001070017 170223               SKIP POLVO GLICERYN COMPLEX 15X1,5KG                                   SKIP                           HOME CARE                      7791290783096     15 N     20070703T1008  A      
7737001070017 170469               SCOTT P HIG PLUS DOB HOJA 20MT 8X6UN+ABS                               SCOTT                          KIMBERLY                       7798038157522      8 N     20070425T1507  S      
7737001070017 170742               REXONA TEENS AER AP DANCE 12X60G ED LTDA                               REXONA.                        PERSONAL CARE                  7791293357669     12 N     20071228T1837  A      
7737001070017 170871               SEDAL AC BRILLO GLOSS 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293995748     12 N     20070831T1647  D      
7737001070017 170882               SEDAL AC BRILLO GLOSS 12X200ML                                         SEDAL                          PERSONAL CARE                  7791293995731     12 N     20070831T1647  D      
7737001070017 170907               SEDAL SH BRILLO GLOSS 12X350ML                                         SEDAL                          PERSONAL CARE                  7791293995724     12 N     20070831T1647  D      
7737001070017 171328               SEDAL CR PEINAR BRILLO GLOSS 12X300ML                                  SEDAL                          PERSONAL CARE                  7898422750374     12 N     20070831T1647  D      
7737001070017 171458               HUGGIES ACTIVE SEC SPONGE PEQ 16X14UN                                  HUGGIES                        KIMBERLY                       7794626922862     16 N     20070606T1155  A      
7737001070017 171459               HUGGIES ACTIVE SEC SPONGE MED 15X12UN                                  HUGGIES                        KIMBERLY                       7794626922879     15 N     20070606T1155  A      
7737001070017 171460               HUGGIES ACTIVE SEC SPONGE GDE 10X10UN                                  HUGGIES                        KIMBERLY                       7794626922886     10 N     20070606T1155  A      
7737001070017 171463               HUGGIES ACTIVE SEC SPONGE XGDE 16X8UN                                  HUGGIES                        KIMBERLY                       7794626922893     16 N     20070606T1155  S      
7737001070017 171466               HUGGIES ACTIVE SEC SPONGE XXGDE 16X8UN                                 HUGGIES                        KIMBERLY                       7794626922909     16 N     20070606T1155  S      
7737001070017 171468               NEVEX MATIC POLVO C/VIVERE CLAS 24X800GR                               NEVEX                          HOME CARE                      7791290783294     24 N     20070604T1015  A      
7737001070017 171473               HUGGIES ACTIVE SEC SPONGE XXGDE 10X24UN                                HUGGIES                        KIMBERLY                       7794626922992     10 N     20070606T1155  A      
